weight,scope,denominator,threshold,che_variable,subgroup,subgroup_label,subgroup_value,prevalence,prevalence_se
ind_wt,oop,nonfood,.25,che_oop_nf25,has_disabled_member,1,1,.268954575966122,.028629057
ind_wt,oopg,nonfood,.4,che_oopg_nf40,poor,0,0,.0169708542664908,.001941544
ind_wt,oopg,nonfood,.4,che_oopg_nf40,poor,1,1,.0399134690021353,.0077137304
ind_wt,oopg,nonfood,.4,che_oopg_nf40,quintile_pcep,1 (poorest),1,.0404006928017235,.0078119384
ind_wt,oopg,nonfood,.4,che_oopg_nf40,quintile_pcep,2,2,.0234049410022801,.0045597628
ind_wt,oopg,nonfood,.4,che_oopg_nf40,quintile_pcep,3,3,.0199809396938049,.0039733117
ind_wt,oopg,nonfood,.4,che_oopg_nf40,quintile_pcep,4,4,.0168452373701862,.0034868156
ind_wt,oopg,nonfood,.4,che_oopg_nf40,quintile_pcep,5 (richest),5,.0074439319195081,.0022959285
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Koshi,1,.022564268339897,.0043805088
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Madhesh,2,.0342745083128593,.0087373089
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Bagmati,3,.0203893275105728,.0036063648
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Gandaki,4,.0222035306012815,.0050919182
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Lumbini,5,.0089615075742895,.0026962734
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Karnali,6,.0219077924199487,.0048721046
ind_wt,oopg,nonfood,.4,che_oopg_nf40,prov,Sudurpaschim,7,.0165638432947658,.0049924091
ind_wt,oopg,nonfood,.4,che_oopg_nf40,ad_4,Kathmandu,1,.0205280708580238,.0055828462
ind_wt,oopg,nonfood,.4,che_oopg_nf40,ad_4,Other urban,2,.0217883557947407,.0030743899
ind_wt,oopg,nonfood,.4,che_oopg_nf40,ad_4,Rural,3,.0216855793388502,.0042796857
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Hill Caste,11,.0180790563876274,.0028554874
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Madhesh/Tarai Caste,12,.0318672277366494,.0096260114
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Mountain/Hill Janajati,21,.0198745545714682,.0032915501
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Tarai Janajati,22,.0123092537429502,.0048809783
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Hill Dalit,31,.0195248818356053,.0043168678
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Madhesh/Tarai Dalit,32,.0402227719046909,.012783552
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Religions/Linguistic group,40,.0221444053484138,.0088366419
ind_wt,oopg,nonfood,.4,che_oopg_nf40,caste_ethnicity,Others & Not stated,50,.087815347196369,.055371426
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,No education,0,.0313209907963287,.0050274679
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Informal/literate,1,.0271840719907703,.015896151
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Primary (1-5),2,.0170056646521078,.0033895678
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Lower secondary (6-8),3,.0212152021317363,.0048128781
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Secondary (9-SLC),4,.0141186523463936,.0028767365
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Higher secondary,5,.023268010860246,.0066992794
ind_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Bachelor and above,6,.0120549636170253,.0059759733
ind_wt,oopg,nonfood,.4,che_oopg_nf40,has_elderly,0,0,.0208285065744638,.0024059897
ind_wt,oopg,nonfood,.4,che_oopg_nf40,has_elderly,1,1,.0238470999059858,.0042354325
ind_wt,oopg,nonfood,.4,che_oopg_nf40,has_disabled_member,0,0,.0206960861368791,.0021625918
ind_wt,oopg,nonfood,.4,che_oopg_nf40,has_disabled_member,1,1,.0333772668898232,.011101625
ind_wt,oop,nonfood,.4,che_oop_nf40,poor,0,0,.0622633737103809,.0039740154
ind_wt,oop,nonfood,.4,che_oop_nf40,poor,1,1,.1093285331515325,.011657377
ind_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,1 (poorest),1,.1090579833359505,.011759664
ind_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,2,2,.0780601683292777,.0082073156
ind_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,3,3,.0724124120474844,.007292062
ind_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,4,4,.0658764119007356,.0074138115
ind_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,5 (richest),5,.0335464842451244,.0047042449
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Koshi,1,.0701839332107057,.009027008
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Madhesh,2,.0734093708975314,.012835639
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Bagmati,3,.0784132705685953,.0090451408
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Gandaki,4,.0602053194775213,.0084233787
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Lumbini,5,.0609623647986913,.0082792519
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Karnali,6,.0701329193595919,.011226485
ind_wt,oop,nonfood,.4,che_oop_nf40,prov,Sudurpaschim,7,.091733981066085,.01038831
ind_wt,oop,nonfood,.4,che_oop_nf40,ad_4,Kathmandu,1,.0771154461427821,.012297441
ind_wt,oop,nonfood,.4,che_oop_nf40,ad_4,Other urban,2,.0710733481142172,.0060923737
ind_wt,oop,nonfood,.4,che_oop_nf40,ad_4,Rural,3,.0713371056583282,.0059941891
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Hill Caste,11,.0754026584822144,.0058006928
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Madhesh/Tarai Caste,12,.0836716609736665,.011568216
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Mountain/Hill Janajati,21,.0655581721737023,.0069905464
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Tarai Janajati,22,.0393824621038105,.0091341306
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Hill Dalit,31,.0855551354171245,.011066871
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Madhesh/Tarai Dalit,32,.0887251763904742,.018098546
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Religions/Linguistic group,40,.0700078577828771,.017443946
ind_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Others & Not stated,50,.087815347196369,.055371426
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,No education,0,.0971779994646836,.0078027644
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Informal/literate,1,.07928297832266,.020888485
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Primary (1-5),2,.0685292082033584,.007343167
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Lower secondary (6-8),3,.0621889872953707,.0080790753
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Secondary (9-SLC),4,.0591235879192463,.0070386771
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Higher secondary,5,.0647494776031524,.011925753
ind_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Bachelor and above,6,.0285037300388575,.008378841
ind_wt,oop,nonfood,.4,che_oop_nf40,has_elderly,0,0,.0613803364251733,.0042552068
ind_wt,oop,nonfood,.4,che_oop_nf40,has_elderly,1,1,.1010610713739925,.0082018701
ind_wt,oop,nonfood,.4,che_oop_nf40,has_disabled_member,0,0,.0636122629653133,.0039093974
ind_wt,oop,nonfood,.4,che_oop_nf40,has_disabled_member,1,1,.1758697955930772,.023707533
