cum_hh_total,oopg_share_total,cum_hh_ctp,oopg_share_ctp
0.0197891752168102,0.2357723544357138,0.021690546674068226,0.3999657480872779
0.019847378809916584,0.2341877696725626,0.021771383002992795,0.39908102754354113
0.02001512161402564,0.2340301979996282,0.02184400620695462,0.39905875043322075
0.02003271621815193,0.23300916545041375,0.02191248319951071,0.3989549643332582
0.02017308897264784,0.23141065843923433,0.022000836505781454,0.39849553795100245
0.020526076987970165,0.2311395832574255,0.022089240652719,0.3983460960036314
0.02057715885275054,0.23074950770863023,0.022219730567721363,0.39789105408502107
0.020758681117036736,0.23058968130042032,0.022288122749380652,0.39737055008087
0.020823016132785654,0.2305861420219584,0.022361057623194607,0.39567542231088626
0.020873906251375317,0.22968463918101892,0.022509070646839196,0.39555733979040403
0.020924295680714793,0.22951616439951983,0.02259747479377674,0.39429303377091396
0.021216353624578323,0.2282568765410966,0.022639140266253962,0.39393533756656623
0.021267435489358697,0.22725627105468565,0.022723288722334853,0.39391798578126136
0.021472901150810186,0.22561244945006925,0.02285166051407149,0.3935753372860083
0.021667054394379322,0.2256072049276036,0.022967762817682376,0.39201867127273976
0.02177591341927134,0.22530479840394926,0.023005453658571477,0.39097699811780345
0.0218641631838733,0.2243812199108701,0.023064175027979222,0.3909603217381354
0.022008090571683576,0.22420148495455164,0.023167495886019608,0.3908711467396137
0.022102341446271583,0.22268941548514767,0.023275392879774426,0.3903444504135977
0.022459756277802733,0.2219879293549129,0.02339913326090625,0.38922205860870307
0.022509107937427695,0.22053946724070553,0.0234985914854824,0.3873470821586102
0.022847647621377542,0.2204229940216003,0.02363512566345115,0.38653393101653055
0.02288961798070398,0.2188185361430315,0.02369400203105887,0.38189799145640246
0.022994898459754137,0.21811328659155477,0.023722759415011358,0.38138464491575025
0.023099543986870873,0.2179037934601211,0.0237828484705609,0.3798473942479594
0.023215646290481763,0.21754617571043594,0.02385655788090927,0.3790328346936941
0.02326929327714572,0.2175439381625789,0.023962379929862748,0.37781586081642615
0.023385319179594164,0.2166142803019548,0.02405635092169556,0.3773485384683566
0.023742734011125317,0.21496888595175484,0.024175233704347057,0.3769068891164113
0.02383108731739606,0.21391183203539332,0.024259168119946505,0.37602650621016964
0.023951267144420745,0.213340091971904,0.02431255104095161,0.3755247824365046
0.024001770317541086,0.21314996490882898,0.024436655291751354,0.3722022067395319
0.024053198153696158,0.21260563941988578,0.024488832214376054,0.37205371142590515
0.024121675146252245,0.21249888758584726,0.024539335387496395,0.36971782566833705
0.02446336832768224,0.21242548320266696,0.024648634496335795,0.369607059774356
0.024508879053506023,0.21186950427482304,0.024733395580327992,0.36936518473378166
0.024559068985258215,0.2110701845809451,0.024851271335516133,0.36927939156885237
0.024653951396917815,0.21041917671151544,0.024867835051681497,0.3683371635509327
0.024747922388750627,0.20999488682371975,0.02495003749523185,0.36808810733254854
0.024853744437704106,0.20994155581362522,0.025019048926406415,0.36772628619653963
0.02490502811062504,0.20947175553679334,0.025126047819994522,0.36749522477118524
0.024993381416895784,0.20765577368868743,0.02528671941364649,0.3674755611144018
0.025053607559610048,0.20687283512178303,0.02541208278856268,0.36664600351761134
0.025193980314105958,0.20673077379522883,0.025475427256529713,0.36622451441529125
0.025303061041681837,0.20620177873813242,0.02562056129681084,0.3650239270440227
0.02535343659920696,0.20605879967346674,0.025698652943281258,0.36491497448493176
0.02548392651420932,0.20516643530643194,0.025753288060990306,0.36420173140907336
0.025608103615394784,0.2044426932519616,0.025914644886593542,0.3627373611437765
0.025749635588061894,0.20443932312035104,0.026011002926308566,0.36272474748276584
0.02595510124951338,0.20427720723437515,0.026156232327880516,0.3618988456596821
0.026097347573898814,0.20417622695620882,0.02626531305545639,0.3609675023417407
0.026215562598158205,0.2025418823292995,0.026336311481750804,0.3607098538411444
0.02625136705917858,0.2024138235006631,0.026412089177070476,0.36046448204794324
0.026310243426786298,0.20124432872256667,0.026486816479579418,0.35976838411589307
0.02637168805506229,0.20079487685722044,0.02656543720027715,0.3575036691192787
0.026440699486236858,0.2006170441002119,0.026655395517092225,0.35720841493421096
0.026607858077143116,0.2003071617735899,0.02673290988201968,0.35646222973823105
0.026662424685248532,0.1999972485497577,0.02685708698320514,0.35597607792658154
0.02676188290982468,0.199977621411519,0.02689477782409424,0.3539390546857076
0.026869779903579503,0.1995297447681277,0.026962360110108746,0.35239857149639653
0.026929868959129046,0.1983019066898744,0.02704599655777679,0.3519896813218734
0.026985025701230028,0.19690240949081098,0.02713359180719459,0.3519635149587299
0.027073379007500772,0.19687586142201635,0.027211324374997264,0.3514895438501831
0.02721808680167015,0.1967437860569478,0.027295472831078155,0.35095541780213974
0.027363316203242095,0.1963953601125318,0.027365643569618077,0.35049858077675355
0.027433021076477285,0.19597375061364836,0.027419290556282033,0.35035768269800627
0.027549748877441455,0.19592845183100419,0.02746600605300479,0.3501019767728993
0.02760833180903017,0.19566762982055766,0.027553179702901436,0.3487945908301438
0.027696685115300913,0.19517168402633084,0.027647431409968195,0.34850766652802007
0.027845587922819347,0.19500515621055622,0.028032681782651253,0.3483633315918052
0.02793483870914508,0.19365322533077786,0.028150593946042888,0.34812177564796837
0.02801345942984281,0.19259265111341514,0.02826656617060102,0.3481021027998579
0.028073548485392355,0.19234351710652342,0.02830853652992746,0.3480391741028251
0.02814695129721325,0.19149632504520184,0.028541905401161055,0.34583179765951194
0.028283485475182002,0.19096075636716145,0.028663351241488607,0.34546957164116754
0.028404931315509554,0.19091191335168273,0.028780079042452777,0.3452719439622508
0.02859403120916548,0.19083535176029892,0.02890223000078022,0.3433911194238028
0.02870446049286116,0.19078793739154032,0.029243674525903006,0.3428291569899272
0.02878848874070881,0.1904704205682535,0.02947091164744884,0.3427568136644455
0.028873788497918055,0.1901687494682121,0.02961812374158462,0.34239448883462165
0.028922767869646055,0.18988664679096262,0.02972742285042402,0.34167518625187676
0.029026088727686437,0.18944792139646222,0.02979698291907664,0.3413441447281268
0.029063918448117988,0.18925065389718504,0.030009517888176636,0.3413280247461859
0.02912400750366753,0.1881299874349745,0.03014495995595543,0.3411148467603051
0.02922955745948845,0.18793616310003772,0.030197572332926272,0.3405582215406586
0.02933583373603346,0.1878891552599677,0.03025977856033725,0.3397150316223684
0.029380043429231242,0.1878413967835677,0.030320268301502907,0.33922645021464437
0.029461117142021112,0.18759162361045906,0.030389279732677476,0.3382443234699111
0.029512199006801486,0.18751480026376532,0.03048917175513694,0.3365445395075912
0.029626920466009447,0.1871581859153909,0.030543848399094894,0.3365287224454263
0.029761100750836593,0.18696015487126355,0.03071403971010443,0.3354953268201803
0.029855525520042833,0.18549587291802047,0.030900555827556922,0.3347617607101338
0.029881937480050844,0.1850114392950982,0.030963466200326795,0.3343686110598231
0.029978221989805657,0.18371993025153344,0.0310160550682675,0.3333057168841721
0.030060584855409907,0.182897561663019,0.031107836640975522,0.3324804489921309
0.030106596848122197,0.1819458301040274,0.031190199506579773,0.33246049005212436
0.03015582757746602,0.1816865010281789,0.03134526705712763,0.33087744585292833
0.03024760915017404,0.18075116209954217,0.03147575697212999,0.32976455448366154
0.030330655404383747,0.18074756498600456,0.03153396056523637,0.32956338741195473
0.03034692291101671,0.1803195438637788,0.03162821143982438,0.32861613006385865
0.03055941183894476,0.17981265137231295,0.03176239172465153,0.32853842353025386
0.030703120998395776,0.17956795043383225,0.03192374855025476,0.3279979764486886
0.031041660682345623,0.17942131244098408,0.03210314271002486,0.3276486587283607
0.031113788408544153,0.17880800784678455,0.032237834391647804,0.3276171982628416
0.03130288830220008,0.17825846631196998,0.03233907891175914,0.32740577384149144
0.03141961610316425,0.17823788803150073,0.03269649374329029,0.3271140386758387
0.03153949038500192,0.17804944826370814,0.032743784194013366,0.32679271612136224
0.03162875696293995,0.1778735836100177,0.032888491988182736,0.3261924567073597
0.031693757379806946,0.17782001147478513,0.03300521978914691,0.3256446263260928
0.03173726531465124,0.1775307726591109,0.033059569336911725,0.32373381237629306
0.03180100749934332,0.1774153487750959,0.03313829585036875,0.32342995015170156
0.03185153774501255,0.1773739893173823,0.0331983570688481,0.3234084099103102
0.031869132349138844,0.17720956725498832,0.033261267441617975,0.32335468823918573
0.03195328080521973,0.1771402277672966,0.03328767940162598,0.321762686908229
0.032025382673608785,0.17642517034129213,0.03339769380509331,0.3210054687037369
0.03207817336243207,0.17555425789909937,0.03347160406368327,0.320848592030953
0.03213706399685681,0.17478442855539691,0.03353648793352461,0.3208146053402878
0.032267553911859176,0.174376128530776,0.033658638891852055,0.3204575148088981
0.032315963141823736,0.17422034583593835,0.033727115884408146,0.3192444082941413
0.03238084701166508,0.17402540719501727,0.033905326480250804,0.31852146797131436
0.03248209153177641,0.1736518942391242,0.033958436938604716,0.3182082161220212
0.0325468400176366,0.1736399010880664,0.03407831122044239,0.31806140464355864
0.032603066303807014,0.17353716235138317,0.03429084618954238,0.3159908565806266
0.032815555231735065,0.17311776543650925,0.034385270958748625,0.3156411236445748
0.03290733680444309,0.17256917767187935,0.03447362426501937,0.315262833359099
0.03297634823561766,0.172047601552458,0.03456517658327197,0.3137325065341538
0.03314350682652392,0.1718907872903343,0.03473657420696511,0.31358359339721326
0.033314904450217064,0.17175043488319164,0.034840215662767536,0.31280908914915156
0.033403559258206574,0.17156404689191346,0.0350073742536738,0.3125745534803335
0.033736573525821226,0.17135686317125026,0.03505509783969506,0.3122930698742963
